;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Referencia;Nombre;Categoría;Contenido paquete;Composición del material;Nombre de la marca;2022Año;Estación;Unidad de venta;Color;Talla;Stock;N° de piezas fuera de unidad de stock;Pedido;Reserva de proveedor (cantidad de artículos individuales);Preventa;Preventa (cantidad de artículos individuales);Código de barras;Peso (en gramos);Ubicación;Precio de compra;Proveedor;Precio A;Precio B;Precio C;Precio D;Precio Promoción;País de origen;Descuento (%);Observación;Cantidad de compras;Ventas;Importe de venta;Margen €;Precio medio de venta;Precio de compra del stock positivos;Valor de stock;Stock precio A;Fecha de creación
KU473;;Sin categoría;;;;;VERANO;1;AZUL;;-8;0;0;0;0;0;2027290005167;0;;0;;10;10;10;0;0;;;;0;8;68;68;8,5;0;0;-80;2026-06-26
KU2252;;Sin categoría;;;;;VERANO;1;VERDE CLARO;;10;0;0;0;0;0;2027290005270;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;100;2026-06-26
KU2252;;Sin categoría;;;;;VERANO;1;AMARILLO;;10;0;0;0;0;0;2027290005272;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;100;2026-06-26
KU2223;;Sin categoría;;;;;VERANO;1;NEGRO;;2;0;0;0;0;0;2027290005213;0;;0;;12;12;12;0;0;;;;0;9;69;69;7,67;0;0;24;2026-06-26
KU2223;;Sin categoría;;;;;VERANO;1;AMARILLO;;1;0;0;0;0;0;2027290005269;0;;0;;12;12;12;0;0;;;;0;9;69;69;7,67;0;0;12;2026-06-26
KU878;;Sin categoría;;;;;VERANO;1;AZUL;;-2;0;0;0;0;0;2027290005205;0;;0;;12;12;12;0;0;;;;0;2;24;24;12;0;0;-24;2026-06-26
KU878;;Sin categoría;;;;;VERANO;1;VERDE AGUA;;0;0;0;0;0;0;2027290005206;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU878;;Sin categoría;;;;;VERANO;1;AZUL MARINO;;-2;0;0;0;0;0;2027290005207;0;;0;;12;12;12;0;0;;;;0;2;24;24;12;0;0;-24;2026-06-26
KU1085;;VESTIDO;;;;;VERANO;1;AMARILLO;;-8;0;0;0;0;0;2027290005218;0;;0;;12;12;12;0;0;;;;0;18;126;126;7;0;0;-96;2026-06-26
KU1085;;VESTIDO;;;;;VERANO;1;AMARILLO LIMÓN;;-15;0;0;0;0;0;2027290005268;0;;0;;12;12;12;0;0;;;;0;15;90;90;6;0;0;-180;2026-06-26
KU2270;;Sin categoría;;;;;VERANO;1;VERDE;;-2;0;0;0;0;0;2027290005169;0;;0;;10;10;10;0;0;;;;0;2;16;16;8;0;0;-20;2026-06-26
KU2270;;Sin categoría;;;;;VERANO;1;CAMEL;;0;0;0;0;0;0;2027290005170;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU1067;;VESTIDO;;;;;VERANO;1;VERDE;;-1;0;0;0;0;0;2027290005190;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;-10;2026-06-26
KU1067;;VESTIDO;;;;;VERANO;1;AZUL;;-2;0;0;0;0;0;2027290005191;0;;0;;10;10;10;0;0;;;;0;2;20;20;10;0;0;-20;2026-06-26
KU1067;;VESTIDO;;;;;VERANO;1;AZUL MARINO;;-1;0;0;0;0;0;2027290005192;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;-10;2026-06-26
KU2250;;VESTIDO;;;;;VERANO;1;VERDE;;-7;0;0;0;0;0;2027290005211;0;;0;;12;12;12;0;0;;;;0;7;43;43;6,14;0;0;-84;2026-06-26
KU2250;;VESTIDO;;;;;VERANO;1;AZUL;;-7;0;0;0;0;0;2027290005212;0;;0;;12;12;12;0;0;;;;0;7;43;43;6,14;0;0;-84;2026-06-26
KU986;;VESTIDO;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290005173;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;90;2026-06-26
KU986;;VESTIDO;;;;;VERANO;1;CAMEL;;9;0;0;0;0;0;2027290005174;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;90;2026-06-26
KU986;;VESTIDO;;;;;VERANO;1;AMARILLO;;9;0;0;0;0;0;2027290005266;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;90;2026-06-26
KU950;;VESTIDO;;;;;VERANO;1;CAMEL;;10;0;0;0;0;0;2027290004777;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;120;2026-06-05
KU950;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004778;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;120;2026-06-05
KU950;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290004779;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;120;2026-06-05
KU2172;;Sin categoría;;;;;;1;TURQUESA;;9;0;0;0;0;0;2027290005261;0;;0;;11;11;11;0;0;;;;0;1;11;11;11;0;0;99;2026-06-28
KU2172;;Sin categoría;;;;;;1;AZUL CLARO;;10;0;0;0;0;0;2027290005262;0;;0;;11;11;11;0;0;;;;0;0;0;0;0;0;0;110;2026-06-28
KU2170;;Sin categoría;;;;;;1;BLANCO;;10;0;0;0;0;0;2027290005240;0;;0;;11,5;11,5;11,5;0;0;;;;0;0;0;0;0;0;0;115;2026-06-28
KU2170;;Sin categoría;;;;;;1;TURQUESA;;8;0;0;0;0;0;2027290005241;0;;0;;11,5;11,5;11,5;0;0;;;;0;2;23;23;11,5;0;0;92;2026-06-28
KU662;;Sin categoría;;;;;;1;VERDE AGUA/OCRE;;10;0;0;0;0;0;2027290005224;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;100;2026-06-28
KU662;;Sin categoría;;;;;;1;NEGRO;;10;0;0;0;0;0;2027290005225;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;100;2026-06-28
KU662;;Sin categoría;;;;;;1;SALMÓN;;10;0;0;0;0;0;2027290005226;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;100;2026-06-28
KU2155;;Sin categoría;;;;;VERANO;1;NEGRO;;0;0;0;0;0;0;2027290005171;0;;0;;9;9;9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU2155;;Sin categoría;;;;;VERANO;1;ROSA;;0;0;0;0;0;0;2027290005172;0;;0;;9;9;9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU2265;;Sin categoría;;;;;VERANO;1;NEGRO;;0;0;0;0;0;0;2027290005150;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU2265;;Sin categoría;;;;;VERANO;1;ROSA PALO;;0;0;0;0;0;0;2027290005151;0;;0;;12;12;12;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
SE5046;;VESTIDO;;;;;VERANO;1;BEIGE;;7;0;0;0;0;0;2027290005145;0;;0;;9,8;9,8;9,8;0;0;;;;0;3;29,4;29,4;9,8;0;0;68,6;2026-06-25
SE5046;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;9;0;0;0;0;0;2027290005146;0;;0;;9,8;9,8;9,8;0;0;;;;0;1;8,82;8,82;8,82;0;0;88,2;2026-06-25
SE5046;;VESTIDO;;;;;VERANO;1;GRANATE;;8;0;0;0;0;0;2027290005147;0;;0;;9,8;9,8;9,8;0;0;;;;0;2;19,6;19,6;9,8;0;0;78,4;2026-06-25
SE5046;;VESTIDO;;;;;VERANO;1;VERDE;;8;0;0;0;0;0;2027290005148;0;;0;;9,8;9,8;9,8;0;0;;;;0;2;18,62;18,62;9,31;0;0;78,4;2026-06-25
MC23702;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;9;0;0;0;0;0;2027290005140;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
MC23702;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290005141;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
MC23702;;VESTIDO;;;;;VERANO;1;NEGRO;;9;0;0;0;0;0;2027290005142;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;13,5;13,5;13,5;0;0;121,5;2026-06-25
MC23702;;VESTIDO;;;;;VERANO;1;Teja;;9;0;0;0;0;0;2027290005143;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
MC23702;;VESTIDO;;;;;VERANO;1;GRANATE;;9;0;0;0;0;0;2027290005144;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
MI9219;;CONJUNTO;;;;;VERANO;1;ROSA;;8;0;0;0;0;0;2027290005139;0;;0;;9;9;9;0;0;;;;0;2;18;18;9;0;0;72;2026-06-25
MI9185;;BLUSA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290005138;0;;0;;9;9;9;0;0;;;;0;0;0;0;0;0;0;90;2026-06-25
MI7090;;CAMISETA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290005136;0;;0;;7,5;7,5;7,5;0;0;;;;0;0;0;0;0;0;0;75;2026-06-25
MI7090;;CAMISETA;;;;;VERANO;1;CHOCOLATE;;10;0;0;0;0;0;2027290005137;0;;0;;7,5;7,5;7,5;0;0;;;;0;0;0;0;0;0;0;75;2026-06-25
MI9198;;FALDA;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290005133;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-25
MI9198;;FALDA;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290005134;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-25
MI9198;;FALDA;;;;;VERANO;1;ROSA;;10;0;0;0;0;0;2027290005135;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-25
M6901;;VESTIDO;;;;;VERANO;1;BEIGE;;9;0;0;0;0;0;2027290005131;0;;0;;18,9;18,9;18,9;0;0;;;;0;1;18,9;18,9;18,9;0;0;170,1;2026-06-25
M6901;;VESTIDO;;;;;VERANO;1;GRANATE;;9;0;0;0;0;0;2027290005132;0;;0;;18,9;18,9;18,9;0;0;;;;0;1;17,01;17,01;17,01;0;0;170,1;2026-06-25
M677431;;VESTIDO;;;;;VERANO;1;AMARILLO;;9;0;0;0;0;0;2027290005129;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
M677431;;VESTIDO;;;;;VERANO;1;GRANATE;;9;0;0;0;0;0;2027290005130;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;13,5;13,5;13,5;0;0;121,5;2026-06-25
M661891;;VESTIDO;;;;;VERANO;1;AMARILLO;;9;0;0;0;0;0;2027290005127;0;;0;;12,5;12,5;12,5;0;0;;;;0;1;11,25;11,25;11,25;0;0;112,5;2026-06-25
M661891;;VESTIDO;;;;;VERANO;1;GRANATE;;9;0;0;0;0;0;2027290005128;0;;0;;12,5;12,5;12,5;0;0;;;;0;1;12,5;12,5;12,5;0;0;112,5;2026-06-25
M66158;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;9;0;0;0;0;0;2027290005125;0;;0;;19,5;19,5;19,5;0;0;;;;0;1;17,55;17,55;17,55;0;0;175,5;2026-06-25
M66158;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290005126;0;;0;;19,5;19,5;19,5;0;0;;;;0;1;17,55;17,55;17,55;0;0;175,5;2026-06-25
M3537;;VESTIDO;;;;;VERANO;1;BEIGE;;9;0;0;0;0;0;2027290005123;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;13,5;13,5;13,5;0;0;121,5;2026-06-25
M3537;;VESTIDO;;;;;VERANO;1;MORADO;;9;0;0;0;0;0;2027290005124;0;;0;;13,5;13,5;13,5;0;0;;;;0;1;12,15;12,15;12,15;0;0;121,5;2026-06-25
MI9108;;FALDA;;;;;VERANO;1;BEIGE;;9;0;0;0;0;0;2027290005122;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-25
SE28949;;VESTIDO;;;;;VERANO;1;VERDE;;8;0;0;0;0;0;2027290005118;0;;0;;18,5;18,5;18,5;0;0;;;;0;2;37;37;18,5;0;0;148;2026-06-25
SE28949;;VESTIDO;;;;;VERANO;1;Teja;;10;0;0;0;0;0;2027290005119;0;;0;;18,5;18,5;18,5;0;0;;;;0;0;0;0;0;0;0;185;2026-06-25
SE28949;;VESTIDO;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290005120;0;;0;;18,5;18,5;18,5;0;0;;;;0;0;0;0;0;0;0;185;2026-06-25
SE28949;;VESTIDO;;;;;VERANO;1;GRANATE;;10;0;0;0;0;0;2027290005121;0;;0;;18,5;18,5;18,5;0;0;;;;0;0;0;0;0;0;0;185;2026-06-25
CY3575;;VESTIDO;;;;;VERANO;1;AZUL/ROJO;;8;0;0;0;0;0;2027290005115;0;;0;;19,9;19,9;19,9;0;0;;;;0;2;39,8;39,8;19,9;0;0;159,2;2026-06-25
CY3575;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;9;0;0;0;0;0;2027290005116;0;;0;;19,9;19,9;19,9;0;0;;;;0;1;19,9;19,9;19,9;0;0;179,1;2026-06-25
CY3575;;VESTIDO;;;;;VERANO;1;Teja;;8;0;0;0;0;0;2027290005117;0;;0;;19,9;19,9;19,9;0;0;;;;0;2;39,8;39,8;19,9;0;0;159,2;2026-06-25
CY3242-1;;VESTIDO;;;;;VERANO;1;ROJO;;5;0;0;0;0;0;2027290005112;0;;0;;19,9;19,9;19,9;0;0;;;;0;5;45,9;45,9;9,18;0;0;99,5;2026-06-25
CY3242-1;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;10;0;0;0;0;0;2027290005113;0;;0;;19,9;19,9;19,9;0;0;;;;0;0;0;0;0;0;0;199;2026-06-25
CY3242-1;;VESTIDO;;;;;VERANO;1;BLANCO;;10;0;0;0;0;0;2027290005114;0;;0;;19,9;19,9;19,9;0;0;;;;0;0;0;0;0;0;0;199;2026-06-25
CY166;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;9;0;0;0;0;0;2027290005109;0;;0;;24,5;24,5;24,5;0;0;;;;0;1;24,5;24,5;24,5;0;0;220,5;2026-06-25
CY166;;VESTIDO;;;;;VERANO;1;GRANATE;;9;0;0;0;0;0;2027290005110;0;;0;;24,5;24,5;24,5;0;0;;;;0;1;22,05;22,05;22,05;0;0;220,5;2026-06-25
CY16990;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290005107;0;;0;;14,5;14,5;14,5;0;0;;;;0;1;14,5;14,5;14,5;0;0;130,5;2026-06-25
CY16990;;VESTIDO;;;;;VERANO;1;ROJO;;10;0;0;0;0;0;2027290005108;0;;0;;14,5;14,5;14,5;0;0;;;;0;0;0;0;0;0;0;145;2026-06-25
CY3561;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005104;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3561;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290005105;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3561;;VESTIDO;;;;;VERANO;1;ROJO;;10;0;0;0;0;0;2027290005106;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3242;;CONJUNTO;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290005102;0;;0;;18,9;18,9;18,9;0;0;;;;0;1;18,9;18,9;18,9;0;0;170,1;2026-06-25
CY3242;;CONJUNTO;;;;;VERANO;1;VERDE AGUA;;9;0;0;0;0;0;2027290005103;0;;0;;18,9;18,9;18,9;0;0;;;;0;1;18,9;18,9;18,9;0;0;170,1;2026-06-25
CY30112;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290005099;0;;0;;17,5;17,5;17,5;0;0;;;;0;1;15,75;15,75;15,75;0;0;157,5;2026-06-25
CY30112;;VESTIDO;;;;;VERANO;1;NARANJA;;10;0;0;0;0;0;2027290005100;0;;0;;17,5;17,5;17,5;0;0;;;;0;0;0;0;0;0;0;175;2026-06-25
CY30112;;VESTIDO;;;;;VERANO;1;MORADO;;10;0;0;0;0;0;2027290005101;0;;0;;17,5;17,5;17,5;0;0;;;;0;0;0;0;0;0;0;175;2026-06-25
CY3605;;VESTIDO;;;;;VERANO;1;GRANATE;;10;0;0;0;0;0;2027290005096;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3605;;VESTIDO;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290005097;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3605;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005098;0;;0;;18,9;18,9;18,9;0;0;;;;0;0;0;0;0;0;0;189;2026-06-25
CY3532;;VESTIDO;;;;;VERANO;1;AZUL;;7;0;0;0;0;0;2027290005093;0;;0;;19,9;19,9;19,9;0;0;;;;0;3;59,7;59,7;19,9;0;0;139,3;2026-06-25
CY3532;;VESTIDO;;;;;VERANO;1;GRANATE;;8;0;0;0;0;0;2027290005094;0;;0;;19,9;19,9;19,9;0;0;;;;0;2;39,8;39,8;19,9;0;0;159,2;2026-06-25
CY3532;;VESTIDO;;;;;VERANO;1;CAMEL;;7;0;0;0;0;0;2027290005095;0;;0;;19,9;19,9;19,9;0;0;;;;0;3;59,7;59,7;19,9;0;0;139,3;2026-06-25
CY3614;;VESTIDO;;;;;VERANO;1;CHOCOLATE;;10;0;0;0;0;0;2027290005090;0;;0;;15,8;15,8;15,8;0;0;;;;0;0;0;0;0;0;0;158;2026-06-25
CY3614;;VESTIDO;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290005091;0;;0;;15,8;15,8;15,8;0;0;;;;0;0;0;0;0;0;0;158;2026-06-25
CY3614;;VESTIDO;;;;;VERANO;1;ROJO;;10;0;0;0;0;0;2027290005092;0;;0;;15,8;15,8;15,8;0;0;;;;0;0;0;0;0;0;0;158;2026-06-25
CY68166;;VESTIDO;;;;;VERANO;1;VERDE;;5;0;0;0;0;0;2027290005089;0;;0;;17,8;17,8;17,8;0;0;;;;0;5;89;89;17,8;0;0;89;2026-06-25
CY16602;;VESTIDO;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290005085;0;;0;;17,5;17,5;17,5;0;0;;;;0;0;0;0;0;0;0;175;2026-06-25
CY16602;;VESTIDO;;;;;VERANO;1;ROJO;;10;0;0;0;0;0;2027290005086;0;;0;;17,5;17,5;17,5;0;0;;;;0;0;0;0;0;0;0;175;2026-06-25
CY16602;;VESTIDO;;;;;VERANO;1;GRANATE;;10;0;0;0;0;0;2027290005087;0;;0;;17,5;17,5;17,5;0;0;;;;0;0;0;0;0;0;0;175;2026-06-25
RE04248;;VESTIDO;;;;;VERANO;1;VERDE AGUA;;10;0;0;0;0;0;2027290005081;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-24
RE04248;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005082;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-24
RE04248;;VESTIDO;;;;;VERANO;1;GRANATE;;10;0;0;0;0;0;2027290005083;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-24
RE04248;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290005084;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-24
RE3561;;VESTIDO;;;;;VERANO;1;ROSA;;10;0;0;0;0;0;2027290005077;0;;0;;19,9;19,9;16,9;0;0;;;;0;0;0;0;0;0;0;199;2026-06-24
RE3561;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290005078;0;;0;;19,9;19,9;16,9;0;0;;;;0;0;0;0;0;0;0;199;2026-06-24
RE3561;;VESTIDO;;;;;VERANO;1;BLANCO;;9;0;0;0;0;0;2027290005079;0;;0;;19,9;19,9;16,9;0;0;;;;0;1;19,9;19,9;19,9;0;0;179,1;2026-06-24
RE3561;;VESTIDO;;;;;VERANO;1;ROSA FUXIA;;9;0;0;0;0;0;2027290005080;0;;0;;19,9;19,9;16,9;0;0;;;;0;1;19,9;19,9;19,9;0;0;179,1;2026-06-24
SA21018;;VESTIDO;;;;;VERANO;1;CAMEL;;10;0;0;0;0;0;2027290005076;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-24
AL2397;;VESTIDO;;;;;VERANO;1;MULTICOLOR;;0;0;0;0;0;0;2027290005071;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-23
AL2397;;VESTIDO;;;;;VERANO;1;MULTICOLOR 2;;0;0;0;0;0;0;2027290005072;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-23
AL2397;;VESTIDO;;;;;VERANO;1;MULTICOLOR 3;;0;0;0;0;0;0;2027290005073;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-23
AL2397;;VESTIDO;;;;;VERANO;1;MULTICOLOR 4;;0;0;0;0;0;0;2027290005074;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-23
AL2397;;VESTIDO;;;;;VERANO;1;MULTICOLOR 5;;0;0;0;0;0;0;2027290005075;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-23
MA9012;;VESTIDO;;;;;VERANO;1;AMARILLO;;8;0;0;0;0;0;2027290005067;0;;0;;15,5;15,5;15,5;0;0;;;;0;2;31;31;15,5;0;0;124;2026-06-22
MA9012;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;9;0;0;0;0;0;2027290005068;0;;0;;15,5;15,5;15,5;0;0;;;;0;1;15,5;15,5;15,5;0;0;139,5;2026-06-22
MA9012;;VESTIDO;;;;;VERANO;1;ROSA;;8;0;0;0;0;0;2027290005069;0;;0;;15,5;15,5;15,5;0;0;;;;0;2;31;31;15,5;0;0;124;2026-06-22
MA9012;;VESTIDO;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290005070;0;;0;;15,5;15,5;15,5;0;0;;;;0;1;15,5;15,5;15,5;0;0;139,5;2026-06-22
MM259;;KAFTAN;;;;;VERANO;1;NEGRO;;9;0;0;0;0;0;2027290005040;0;;0;;15,9;15,9;15,9;0;0;;;;0;3;47,7;47,7;15,9;0;0;143,1;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;VERDE OLIVA;;12;0;0;0;0;0;2027290005041;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;VERDE AGUA/OCRE;;11;0;0;0;0;0;2027290005042;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;174,9;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;BLANCO/ROJO;;11;0;0;0;0;0;2027290005043;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;174,9;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;ROJO;;11;0;0;0;0;0;2027290005044;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;174,9;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;ROSA;;11;0;0;0;0;0;2027290005045;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;174,9;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;AZUL CLARO;;12;0;0;0;0;0;2027290005046;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;AZUL MARINO;;10;0;0;0;0;0;2027290005047;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;31,8;31,8;15,9;0;0;159;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;AZUL/AMARILLO;;12;0;0;0;0;0;2027290005048;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
MM259;;KAFTAN;;;;;VERANO;1;CAMEL;;8;0;0;0;0;0;2027290005049;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;31,8;31,8;15,9;0;0;127,2;2026-06-19
MM05;;VESTIDO;;;;;VERANO;1;AZUL;;12;0;0;0;0;0;2027290005037;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
MM05;;VESTIDO;;;;;VERANO;1;VERDE AGUA;;11;0;0;0;0;0;2027290005038;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;14,31;14,31;14,31;0;0;174,9;2026-06-19
MM05;;VESTIDO;;;;;VERANO;1;ROJO;;12;0;0;0;0;0;2027290005039;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;AZUL;;12;0;0;0;0;0;2027290005034;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;CAMEL;;12;0;0;0;0;0;2027290005035;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;ROJO;;12;0;0;0;0;0;2027290005036;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;190,8;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;AZUL CELESTE;;10;0;0;0;0;0;2027290005062;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;AZUL MARINO;;10;0;0;0;0;0;2027290005063;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;NEGRO;;10;0;0;0;0;0;2027290005064;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;MARRÓN;;10;0;0;0;0;0;2027290005065;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-19
AL236;;KAFTAN;;;;;VERANO;1;AZUL CLARO;;10;0;0;0;0;0;2027290005066;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-19
AL235;;KAFTAN;;;;;VERANO;1;AZUL;;12;0;0;0;0;0;2027290005031;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;202,8;2026-06-19
AL235;;KAFTAN;;;;;VERANO;1;VERDE AGUA;;12;0;0;0;0;0;2027290005032;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;202,8;2026-06-19
AL235;;KAFTAN;;;;;VERANO;1;VERDE OLIVA;;12;0;0;0;0;0;2027290005033;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;202,8;2026-06-19
