;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Referencia;Nombre;Categoría;Contenido paquete;Composición del material;Nombre de la marca;2022Año;Estación;Unidad de venta;Color;Talla;Stock;N° de piezas fuera de unidad de stock;Pedido;Reserva de proveedor (cantidad de artículos individuales);Preventa;Preventa (cantidad de artículos individuales);Código de barras;Peso (en gramos);Ubicación;Precio de compra;Proveedor;Precio A;Precio B;Precio C;Precio D;Precio Promoción;País de origen;Descuento (%);Observación;Cantidad de compras;Ventas;Importe de venta;Margen €;Precio medio de venta;Precio de compra del stock positivos;Valor de stock;Stock precio A;Fecha de creación
AL235;;KAFTAN;;;;;VERANO;1;MULTICOLOR 3;;10;0;0;0;0;0;2027290005058;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-19
AL235;;KAFTAN;;;;;VERANO;1;MULTICOLOR 2;;10;0;0;0;0;0;2027290005059;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-19
AL235;;KAFTAN;;;;;VERANO;1;MULTICOLOR;;10;0;0;0;0;0;2027290005060;0;;0;;16,9;16,9;16,9;0;0;;;;0;0;0;0;0;0;0;169;2026-06-19
AL234;;KAFTAN;;;;;VERANO;1;AZUL;;12;0;0;0;0;0;2027290005026;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;178,8;2026-06-19
AL234;;KAFTAN;;;;;VERANO;1;NEGRO;;12;0;0;0;0;0;2027290005027;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;178,8;2026-06-19
AL234;;KAFTAN;;;;;VERANO;1;VERDE AGUA;;12;0;0;0;0;0;2027290005028;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;178,8;2026-06-19
AL234;;KAFTAN;;;;;VERANO;1;ROJO;;12;0;0;0;0;0;2027290005029;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;178,8;2026-06-19
AL234;;KAFTAN;;;;;VERANO;1;Negro/rojo;;12;0;0;0;0;0;2027290005030;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;178,8;2026-06-19
AL233;;BLUSA;;;;;VERANO;1;VERDE AGUA;;8;0;0;0;0;0;2027290005023;0;;0;;12,5;12,5;12,5;0;0;;;;0;4;35;35;8,75;0;0;100;2026-06-19
AL233;;BLUSA;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290005024;0;;0;;12,5;12,5;12,5;0;0;;;;0;3;22,5;22,5;7,5;0;0;112,5;2026-06-19
AL233;;BLUSA;;;;;VERANO;1;ROSA FUXIA;;9;0;0;0;0;0;2027290005025;0;;0;;12,5;12,5;12,5;0;0;;;;0;3;22,5;22,5;7,5;0;0;112,5;2026-06-19
MM701;;CONJUNTO;;;;;VERANO;1;VERDE OLIVA;;8;0;0;0;0;0;2027290005015;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;31,8;31,8;15,9;0;0;127,2;2026-06-17
MM701;;CONJUNTO;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290005016;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-17
MM701;;CONJUNTO;;;;;VERANO;1;VERDE AGUA;;10;0;0;0;0;0;2027290005017;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-17
MM703;;FALDA;;;;;VERANO;1;VERDE AGUA;;9;0;0;0;0;0;2027290005011;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-17
MM703;;FALDA;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290005012;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-17
MM703;;FALDA;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290005013;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-17
MM703;;FALDA;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005014;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-17
MM2503;;FALDA;;;;;VERANO;1;VERDE AGUA;;7;0;0;0;0;0;2027290005007;0;;0;;13,9;13,9;13,9;0;0;;;;0;3;41,7;41,7;13,9;0;0;97,3;2026-06-17
MM2503;;FALDA;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005008;0;;0;;13,9;13,9;13,9;0;0;;;;0;0;0;0;0;0;0;139;2026-06-17
MM2503;;FALDA;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290005009;0;;0;;13,9;13,9;13,9;0;0;;;;0;0;0;0;0;0;0;139;2026-06-17
MM2503;;FALDA;;;;;VERANO;1;VERDE OLIVA;;9;0;0;0;0;0;2027290005010;0;;0;;13,9;13,9;13,9;0;0;;;;0;1;13,9;13,9;13,9;0;0;125,1;2026-06-17
MM287;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290005001;0;;0;;14,9;14,9;14,9;0;0;;;;0;0;0;0;0;0;0;149;2026-06-17
MM287;;VESTIDO;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290005002;0;;0;;14,9;14,9;14,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;134,1;2026-06-17
MM287;;VESTIDO;;;;;VERANO;1;VERDE AGUA;;9;0;0;0;0;0;2027290005004;0;;0;;14,9;14,9;14,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;134,1;2026-06-17
MM287;;VESTIDO;;;;;VERANO;1;AZUL MARINO;;9;0;0;0;0;0;2027290005005;0;;0;;14,9;14,9;14,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;134,1;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;VERDE OLIVA;;7;0;0;0;0;0;2027290004994;0;;0;;16,9;16,9;16,6;0;0;;;;0;3;50,7;50,7;16,9;0;0;118,3;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;VERDE AGUA;;10;0;0;0;0;0;2027290004995;0;;0;;16,9;16,9;16,6;0;0;;;;0;0;0;0;0;0;0;169;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;CAMEL;;10;0;0;0;0;0;2027290005050;0;;0;;16,9;16,9;16,6;0;0;;;;0;0;0;0;0;0;0;169;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290005051;0;;0;;16,9;16,9;16,6;0;0;;;;0;1;16,9;16,9;16,9;0;0;152,1;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005052;0;;0;;16,9;16,9;16,6;0;0;;;;0;0;0;0;0;0;0;169;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;AZUL/ROJO;;9;0;0;0;0;0;2027290005053;0;;0;;16,9;16,9;16,6;0;0;;;;0;1;16,9;16,9;16,9;0;0;152,1;2026-06-17
MM257;;KAFTAN;;;;;VERANO;1;AZUL/AMARILLO;;9;0;0;0;0;0;2027290005054;0;;0;;16,9;16,9;16,6;0;0;;;;0;1;16,9;16,9;16,9;0;0;152,1;2026-06-17
TRANSPORTE;;Sin categoría;10;;;;VERANO;1;BLACK;;-315;0;0;0;0;0;2027290000963;0;;0;;12;15;25;0;0;;;;0;315;4846,6;4846,6;15,39;0;0;-3780;2022-06-30
KU663;;Sin categoría;;;;;VERANO;1;ROSA;;-1;0;0;0;0;0;2027290005195;0;;0;;10;10;10;0;0;;;;0;1;10;10;10;0;0;-10;2026-06-26
KU663;;Sin categoría;;;;;VERANO;1;AMARILLO;;0;0;0;0;0;0;2027290005196;0;;0;;10;10;10;0;0;;;;0;0;0;0;0;0;0;0;2026-06-26
KU905;;Sin categoría;;;;;VERANO;1;AZUL;;-6;0;0;0;0;0;2027290005193;0;;0;;10;10;10;0;0;;;;0;6;42;42;7;0;0;-60;2026-06-26
KU905;;Sin categoría;;;;;VERANO;1;VERDE;;-6;0;0;0;0;0;2027290005194;0;;0;;10;10;10;0;0;;;;0;6;42;42;7;0;0;-60;2026-06-26
KU2255;;Sin categoría;;;;;VERANO;1;ROSA;;-12;0;0;0;0;0;2027290005188;0;;0;;10;10;10;0;0;;;;0;12;84;84;7;0;0;-120;2026-06-26
MM289;;KIMONO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290004967;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;27,8;27,8;13,9;0;0;143,1;2026-06-16
MM289;;KIMONO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290005018;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-16
MM289;;KIMONO;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290005019;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;159;2026-06-16
MM245;;KIMONO;;;;;VERANO;1;ROJO;;8;0;0;0;0;0;2027290004959;0;;0;;16,9;16,9;16,9;0;0;;;;0;3;50,7;50,7;16,9;0;0;135,2;2026-06-16
MM245;;KIMONO;;;;;VERANO;1;AZUL;;7;0;0;0;0;0;2027290005055;0;;0;;16,9;16,9;16,9;0;0;;;;0;3;50,7;50,7;16,9;0;0;118,3;2026-06-16
MM705;;FALDA;;;;;VERANO;1;MARRÓN;;7;0;0;0;0;0;2027290005020;0;;0;;15,9;15,9;15,9;0;0;;;;0;3;47,7;47,7;15,9;0;0;111,3;2026-06-17
MM702;;FALDA;;;;;VERANO;1;MULTICOLOR;;10;0;0;0;0;0;2027290004969;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;159;2026-06-16
MM702;;FALDA;;;;;VERANO;1;AZUL;;0;0;0;0;0;0;2027290005021;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-16
MM702;;FALDA;;;;;VERANO;1;VERDE OLIVA;;0;0;0;0;0;0;2027290005022;0;;0;;15,9;15,9;15,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-16
MM247;;FALDA CORTA;;;;;VERANO;1;AZUL;;8;0;0;0;0;0;2027290004960;0;;0;;13,9;13,9;13,9;0;0;;;;0;2;27,8;27,8;13,9;0;0;111,2;2026-06-16
MM247;;FALDA CORTA;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290004996;0;;0;;13,9;13,9;13,9;0;0;;;;0;0;0;0;0;0;0;139;2026-06-16
MM247;;FALDA CORTA;;;;;VERANO;1;ROSA FUXIA;;10;0;0;0;0;0;2027290004997;0;;0;;13,9;13,9;13,9;0;0;;;;0;0;0;0;0;0;0;139;2026-06-16
MM20-1;;VESTIDO;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290004954;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;31,8;31,8;15,9;0;0;143,1;2026-06-16
MM20-1;;VESTIDO;;;;;VERANO;1;AZUL MARINO;;9;0;0;0;0;0;2027290004990;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-16
MM20-1;;VESTIDO;;;;;VERANO;1;VERDE AGUA;;8;0;0;0;0;0;2027290004991;0;;0;;15,9;15,9;15,9;0;0;;;;0;2;31,8;31,8;15,9;0;0;127,2;2026-06-16
MM20-1;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;9;0;0;0;0;0;2027290004992;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-16
MM20-1;;VESTIDO;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290004993;0;;0;;15,9;15,9;15,9;0;0;;;;0;1;15,9;15,9;15,9;0;0;143,1;2026-06-16
MM239;;KIMONO;;;;;VERANO;1;MULTICOLOR;;8;0;0;0;0;0;2027290004955;0;;0;;16,9;16,9;16,9;0;0;;;;0;2;33,8;33,8;16,9;0;0;135,2;2026-06-16
MM239;;KIMONO;;;;;VERANO;1;AZUL;;8;0;0;0;0;0;2027290004987;0;;0;;16,9;16,9;16,9;0;0;;;;0;2;33,8;33,8;16,9;0;0;135,2;2026-06-16
MM239;;KIMONO;;;;;VERANO;1;VERDE OLIVA;;8;0;0;0;0;0;2027290004988;0;;0;;16,9;16,9;16,9;0;0;;;;0;2;33,8;33,8;16,9;0;0;135,2;2026-06-16
MM239;;KIMONO;;;;;VERANO;1;VERDE AGUA;;7;0;0;0;0;0;2027290004989;0;;0;;16,9;16,9;16,9;0;0;;;;0;3;50,7;50,7;16,9;0;0;118,3;2026-06-16
MM265;;VESTIDO;;;;;VERANO;1;MULTICOLOR;;5;0;0;0;0;0;2027290004966;0;;0;;15,9;15,9;15,9;0;0;;;;0;6;95,4;95,4;15,9;0;0;79,5;2026-06-16
SA25121;;MONO;;;;;VERANO;1;AZUL;;1;0;0;0;0;0;2027290004877;0;;0;;9,8;9,8;9,8;0;0;;;;0;9;88,2;88,2;9,8;0;0;9,8;2026-06-10
CO1410;;VESTIDO;;;;;VERANO;1;BLANCO;;9;0;0;0;0;0;2027290004810;0;;0;;49;49;49;0;0;;;;0;1;30;30;30;0;0;441;2026-06-05
MM285;;Sin categoría;;;;;;1;VERDE OLIVA;;9;0;0;0;0;0;2027290004998;0;;0;;12,9;12,9;12,9;0;0;;;;0;1;12,9;12,9;12,9;0;0;116,1;2026-06-17
MM285;;Sin categoría;;;;;;1;ROSA FUXIA;;10;0;0;0;0;0;2027290004999;0;;0;;12,9;12,9;12,9;0;0;;;;0;0;0;0;0;0;0;129;2026-06-17
MM285;;Sin categoría;;;;;;1;ROJO;;0;0;0;0;0;0;2027290005006;0;;0;;12,9;12,9;12,9;0;0;;;;0;0;0;0;0;0;0;0;2026-06-17
MM525;;VESTIDO;;;;;VERANO;1;BLANCO;;9;0;0;0;0;0;2027290004975;0;;0;;22,5;22,5;22,5;0;0;;;;0;1;22,5;22,5;22,5;0;0;202,5;2026-06-16
SA2582;;VESTIDO;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290004659;0;;0;;8,9;8,9;8,9;0;0;;;;0;1;8,9;8,9;8,9;0;0;80,1;2026-05-27
SA2582;;VESTIDO;;;;;VERANO;1;ROJO;;10;0;0;0;0;0;2027290004660;0;;0;;8,9;8,9;8,9;0;0;;;;0;0;0;0;0;0;0;89;2026-05-27
SA2582;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290004661;0;;0;;8,9;8,9;8,9;0;0;;;;0;1;8,9;8,9;8,9;0;0;80,1;2026-05-27
SA2582;;VESTIDO;;;;;VERANO;1;NARANJA;;9;0;0;0;0;0;2027290004662;0;;0;;8,9;8,9;8,9;0;0;;;;0;1;8,9;8,9;8,9;0;0;80,1;2026-05-27
SA2582;;VESTIDO;;;;;VERANO;1;CAMEL;;10;0;0;0;0;0;2027290004663;0;;0;;8,9;8,9;8,9;0;0;;;;0;0;0;0;0;0;0;89;2026-05-27
SA2582;;VESTIDO;;;;;VERANO;1;AZUL MARINO;;10;0;0;0;0;0;2027290004664;0;;0;;8,9;8,9;8,9;0;0;;;;0;0;0;0;0;0;0;89;2026-05-27
SA1250;;VESTIDO CORTO;;;;;VERANO;1;BLANCO;;10;0;0;0;0;0;2027290004658;0;;0;;12,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;125;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290004648;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;VERDE OLIVA;;10;0;0;0;0;0;2027290004649;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;ROSA;;10;0;0;0;0;0;2027290004650;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004651;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290004652;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;LILA;;10;0;0;0;0;0;2027290004653;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;CORAL;;10;0;0;0;0;0;2027290004654;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;BLANCO;;10;0;0;0;0;0;2027290004655;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
SA26259;;BLUSA;;;;;VERANO;1;AZUL CELESTE;;10;0;0;0;0;0;2027290004656;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-05-27
PL1180;;PANTALON;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290004643;0;;0;;7,5;7,5;7,5;0;0;;;;0;1;7,5;7,5;7,5;0;0;75;2026-05-27
PL2083;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004641;0;;0;;14,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;145;2026-05-25
PL1978;;BLUSA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290004639;0;;0;;8,5;6,5;6,5;0;0;;;;0;1;8,5;8,5;8,5;0;0;85;2026-05-25
PL2046;;BLUSA;;;;;VERANO;1;BLANCO;;10;0;0;0;0;0;2027290004638;0;;0;;9,5;7,5;7,5;0;0;;;;0;1;9,5;9,5;9,5;0;0;95;2026-05-25
PL2018-1;;VESTIDO CORTO;;;;;VERANO;1;VERDE;;8;0;0;0;0;0;2027290004635;0;;0;;9,5;7,5;7,5;0;0;;;;0;4;38;38;9,5;0;0;76;2026-05-25
PL2018-1;;VESTIDO CORTO;;;;;VERANO;1;CAMEL;;9;0;0;0;0;0;2027290004636;0;;0;;9,5;7,5;7,5;0;0;;;;0;1;9,5;9,5;9,5;0;0;85,5;2026-05-25
PL2018-1;;VESTIDO CORTO;;;;;VERANO;1;BEIGE;;9;0;0;0;0;0;2027290004637;0;;0;;9,5;7,5;7,5;0;0;;;;0;3;28,5;28,5;9,5;0;0;85,5;2026-05-25
PL2006;;VESTIDO CORTO;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290004624;0;;0;;11,5;9,5;9,5;0;0;;;;0;1;11,5;11,5;11,5;0;0;115;2026-05-22
PL2054;;VESTIDO;;;;;VERANO;1;LILA;;10;0;0;0;0;0;2027290004618;0;;0;;14,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;145;2026-05-22
PL1692;;BLUSA;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290004617;0;;0;;14,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;145;2026-05-22
PL3115-2;;BLUSA;;;;;VERANO;1;NEGRO;;2;0;0;0;0;0;2027290004614;0;;0;;14,5;12,5;12,5;0;0;;;;0;8;116;116;14,5;0;0;29;2026-05-22
PL3110-1;;BLUSA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290004607;0;;0;;17,5;15,5;15,5;0;0;;;;0;0;0;0;0;0;0;175;2026-05-22
PL3110;;FALDA;;;;;VERANO;1;BEIGE;;10;0;0;0;0;0;2027290004606;0;;0;;17,5;15,5;15,5;0;0;;;;0;0;0;0;0;0;0;175;2026-05-22
PL1549;;FALDA;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004621;0;;0;;12,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;125;2026-05-22
PL1549;;FALDA;;;;;VERANO;1;VERDE AGUA;;9;0;0;0;0;0;2027290004622;0;;0;;12,5;10,5;10,5;0;0;;;;0;1;12,5;12,5;12,5;0;0;112,5;2026-05-22
204-1;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004573;0;;0;;18,9;18,9;18,9;0;0;;;;0;31;48,9;48,9;1,58;0;0;189;2026-04-27
PL2044-2;;VESTIDO;;;;;VERANO;1;AMARILLO;;8;0;0;0;0;0;2027290004706;0;;0;;18,9;18,9;18,9;0;0;;;;0;2;37,8;37,8;18,9;0;0;151,2;2026-06-01
SA26257;;VESTIDO;;;;;VERANO;1;AMARILLO;;0;0;0;0;0;0;2027290004683;0;;0;;13,95;13,95;13,95;0;0;;;;0;10;55;55;5,5;0;0;0;2026-05-27
SA26257;;VESTIDO;;;;;VERANO;1;ROSA;;10;0;0;0;0;0;2027290004684;0;;0;;13,95;13,95;13,95;0;0;;;;0;0;0;0;0;0;0;139,5;2026-05-27
SA26257;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290004685;0;;0;;13,95;13,95;13,95;0;0;;;;0;1;13,95;13,95;13,95;0;0;125,55;2026-05-27
SA26257;;VESTIDO;;;;;VERANO;1;BLANCO;;10;0;0;0;0;0;2027290004686;0;;0;;13,95;13,95;13,95;0;0;;;;0;0;0;0;0;0;0;139,5;2026-05-27
SA26276;;MONO;;;;;VERANO;1;CAMEL;;0;0;0;0;0;0;2027290004671;0;;0;;8,9;8,9;8,9;0;0;;;;0;10;89;89;8,9;0;0;0;2026-05-27
SA26276;;MONO;;;;;VERANO;1;BEIGE;;9;0;0;0;0;0;2027290004672;0;;0;;8,9;8,9;8,9;0;0;;;;0;1;8,9;8,9;8,9;0;0;80,1;2026-05-27
SA26276;;MONO;;;;;VERANO;1;CORAL;;8;0;0;0;0;0;2027290004676;0;;0;;8,9;8,9;8,9;0;0;;;;0;2;17,8;17,8;8,9;0;0;71,2;2026-05-27
SA26276;;MONO;;;;;VERANO;1;AZUL;;8;0;0;0;0;0;2027290004677;0;;0;;8,9;8,9;8,9;0;0;;;;0;2;17,8;17,8;8,9;0;0;71,2;2026-05-27
SA25196;;MONO;;;;;VERANO;1;VERDE OLIVA;;9;0;0;0;0;0;2027290004657;0;;0;;12,5;12,5;12,5;0;0;;;;0;1;12,5;12,5;12,5;0;0;112,5;2026-05-27
PL1256;;FALDA;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290004644;0;;0;;10,5;10,5;10,5;0;0;;;;0;1;10,5;10,5;10,5;0;0;94,5;2026-05-27
PL3018;;VESTIDO CORTO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004612;0;;0;;13,5;11,5;11,5;0;0;;;;0;0;0;0;0;0;0;135;2026-05-22
PL3018;;VESTIDO CORTO;;;;;VERANO;1;ROSA;;10;0;0;0;0;0;2027290004613;0;;0;;13,5;11,5;11,5;0;0;;;;0;0;0;0;0;0;0;135;2026-05-22
BC1624;;VESTIDO CORTO;;;;;VERANO;1;ROSA;;8;0;0;0;0;0;2027290004749;0;;0;;12,9;12,9;12,9;0;0;;;;0;2;25,8;25,8;12,9;0;0;103,2;2026-06-05
CO7018;;CHALECO;;;;;VERANO;1;BLANCO;;7;0;0;0;0;0;2027290004748;0;;0;;19,5;19,5;19,5;0;0;;;;0;3;58,5;58,5;19,5;0;0;136,5;2026-06-05
RA10561;;VESTIDO;;;;;VERANO;1;ROSA;;-3;0;0;0;0;0;2027290004747;0;;0;;12,5;12,5;12,5;0;0;;;;0;13;78,5;78,5;6,04;0;0;-37,5;2026-06-04
RA10561;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004753;0;;0;;12,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;125;2026-06-04
RA10561;;VESTIDO;;;;;VERANO;1;SALMÓN;;8;0;0;0;0;0;2027290004754;0;;0;;12,5;12,5;12,5;0;0;;;;0;2;25;25;12,5;0;0;100;2026-06-04
RA10561;;VESTIDO;;;;;VERANO;1;VERDE OLIVA;;9;0;0;0;0;0;2027290004755;0;;0;;12,5;12,5;12,5;0;0;;;;0;1;12,5;12,5;12,5;0;0;112,5;2026-06-04
RA3051;;VESTIDO;;;;;VERANO;1;ROSA;;8;0;0;0;0;0;2027290004743;0;;0;;10,5;10,5;10,5;0;0;;;;0;2;21;21;10,5;0;0;84;2026-06-04
RA3051;;VESTIDO;;;;;VERANO;1;AZUL;;7;0;0;0;0;0;2027290004786;0;;0;;10,5;10,5;10,5;0;0;;;;0;3;31,5;31,5;10,5;0;0;73,5;2026-06-04
RA3051;;VESTIDO;;;;;VERANO;1;ROSA FUXIA;;9;0;0;0;0;0;2027290004787;0;;0;;10,5;10,5;10,5;0;0;;;;0;1;10,5;10,5;10,5;0;0;94,5;2026-06-04
RA3051;;VESTIDO;;;;;VERANO;1;NARANJA;;8;0;0;0;0;0;2027290004788;0;;0;;10,5;10,5;10,5;0;0;;;;0;2;21;21;10,5;0;0;84;2026-06-04
RA3051;;VESTIDO;;;;;VERANO;1;VERDE AGUA;;6;0;0;0;0;0;2027290004789;0;;0;;10,5;10,5;10,5;0;0;;;;0;4;42;42;10,5;0;0;63;2026-06-04
RA11321;;VESTIDO;;;;;VERANO;1;ROSA;;8;0;0;0;0;0;2027290004742;0;;0;;12,5;12,5;12,5;0;0;;;;0;2;25;25;12,5;0;0;100;2026-06-04
RA11321;;VESTIDO;;;;;VERANO;1;SALMÓN;;10;0;0;0;0;0;2027290004798;0;;0;;12,5;12,5;12,5;0;0;;;;0;0;0;0;0;0;0;125;2026-06-04
RA11321;;VESTIDO;;;;;VERANO;1;VERDE;;10;0;0;0;0;0;2027290004799;0;;0;;12,5;12,5;12,5;0;0;;;;0;1;12,5;12,5;12,5;0;0;125;2026-06-04
RA11571;;VESTIDO;;;;;VERANO;1;VERDE;;9;0;0;0;0;0;2027290004790;0;;0;;10,5;10,5;10,5;0;0;;;;0;1;10,5;10,5;10,5;0;0;94,5;2026-06-04
RA11571;;VESTIDO;;;;;VERANO;1;AZUL;;9;0;0;0;0;0;2027290004791;0;;0;;10,5;10,5;10,5;0;0;;;;0;1;10,5;10,5;10,5;0;0;94,5;2026-06-04
RA11571;;VESTIDO;;;;;VERANO;1;ROJO;;9;0;0;0;0;0;2027290004792;0;;0;;10,5;10,5;10,5;0;0;;;;0;1;10,5;10,5;10,5;0;0;94,5;2026-06-04
RA11571;;VESTIDO;;;;;VERANO;1;ROSA PALO;;10;0;0;0;0;0;2027290004793;0;;0;;10,5;10,5;10,5;0;0;;;;0;0;0;0;0;0;0;105;2026-06-04
RA14511;;VESTIDO;;;;;VERANO;1;BLANCO;;-11;0;0;0;0;0;2027290004740;0;;0;;13,5;13,5;13,5;0;0;;;;0;21;211,5;211,5;10,07;0;0;-148,5;2026-06-04
SA10402;;VESTIDO;;;;;VERANO;1;ROSA;;9;0;0;0;0;0;2027290004736;0;;0;;11,5;11,5;11,5;0;0;;;;0;1;11,5;11,5;11,5;0;0;103,5;2026-06-04
SA10402;;VESTIDO;;;;;VERANO;1;BLANCO;;7;0;0;0;0;0;2027290004750;0;;0;;11,5;11,5;11,5;0;0;;;;0;3;34,5;34,5;11,5;0;0;80,5;2026-06-04
SA10402;;VESTIDO;;;;;VERANO;1;BLACK;;10;0;0;0;0;0;2027290004751;0;;0;;11,5;11,5;11,5;0;0;;;;0;0;0;0;0;0;0;115;2026-06-04
SA10402;;VESTIDO;;;;;VERANO;1;AZUL;;10;0;0;0;0;0;2027290004752;0;;0;;11,5;11,5;11,5;0;0;;;;0;0;0;0;0;0;0;115;2026-06-04
